% Log Type: RawData2
% Log Generator: IdyllaStudio
% Log Generator Id: WBCMEH4V9M12
% Version Generator: 1.9.1016
% Version ISW: 20180206_1000
% Version CFW: 14013a22
% Version DFW: HW-012.0 FW-3.0
% Version HW: 0.41
% Slot ID: SER548
% Slot Type: PREPEP_4
% Slot Status: ServiceMode
% Slot Is Calibrated: True
% Protocol Recipe: INS_Characterization
% Protocol Recipe Version: 1.0.0
% Protocol Recipe Path: R:\Product Engineering Public\Projects\qPCR DET\Measurements\QC Ops Lab Protocols\INS Characterization\INS_Characterization_Frozen.isp
% Cartridge ID (operator): FAM-C02
% Cartridge ID (barcode reader): *UNKNOWN*
% Cartridge Batch Info: 
% Sample Type ID: 900
% Operator: ESHA
% (info) ExperimentID: qPCR INS Characterization
% Protocol Start Time (ISW time): 2022-01-13 11:34:40
% Protocol Start Time (Log Generator time): 2022-01-13 11:34:33.747
% Protocol End Time (Log Generator time): 2022-01-13 11:39:29.069
% Protocol Result: OK
% -----------------------
% Fields: Cycle	Detection time	ChA.Det1.Slope	ChA.Det2.Slope	ChA.Det3.Slope	ChA.Det4.Slope	ChA.Det5.Slope	ChA.Det6.Slope	ChB.Det1.Slope	ChB.Det2.Slope	ChB.Det3.Slope	ChB.Det4.Slope	ChB.Det5.Slope	ChB.Det6.Slope	ChC.Det1.Slope	ChC.Det2.Slope	ChC.Det3.Slope	ChC.Det4.Slope	ChC.Det5.Slope	ChC.Det6.Slope	ChD.Det1.Slope	ChD.Det2.Slope	ChD.Det3.Slope	ChD.Det4.Slope	ChD.Det5.Slope	ChD.Det6.Slope	ChE.Det1.Slope	ChE.Det2.Slope	ChE.Det3.Slope	ChE.Det4.Slope	ChE.Det5.Slope	ChE.Det6.Slope
% -----------------------
1	2022-01-13 11:36:56.044	2.37597e+01	4.33899e+00	2.22828e+00	3.25225e+00	1.72248e+00	2.26855e+00	2.18088e+01	4.15108e+00	2.13059e+00	3.24803e+00	1.85493e+00	2.30211e+00	2.23939e+01	4.22106e+00	2.14295e+00	3.26603e+00	1.88339e+00	2.39444e+00	2.41535e+01	4.30618e+00	2.17722e+00	3.23713e+00	1.77864e+00	2.29877e+00	2.16651e+01	4.27408e+00	2.18540e+00	3.41007e+00	2.03136e+00	2.47410e+00
2	2022-01-13 11:37:06.484	2.37854e+01	4.35029e+00	2.22678e+00	3.25158e+00	1.72122e+00	2.26696e+00	2.18419e+01	4.14990e+00	2.12854e+00	3.24809e+00	1.85557e+00	2.30647e+00	2.24328e+01	4.22063e+00	2.14254e+00	3.26276e+00	1.88380e+00	2.39446e+00	2.42060e+01	4.30482e+00	2.17431e+00	3.23424e+00	1.77746e+00	2.29811e+00	2.17362e+01	4.27552e+00	2.18472e+00	3.40997e+00	2.02885e+00	2.46067e+00
3	2022-01-13 11:37:17.045	2.37890e+01	4.34336e+00	2.22455e+00	3.24971e+00	1.72026e+00	2.26508e+00	2.18521e+01	4.14985e+00	2.12862e+00	3.24991e+00	1.85568e+00	2.30572e+00	2.24382e+01	4.22094e+00	2.14251e+00	3.26393e+00	1.88396e+00	2.39453e+00	2.42105e+01	4.30366e+00	2.17258e+00	3.23310e+00	1.77755e+00	2.29794e+00	2.17703e+01	4.27583e+00	2.18518e+00	3.40941e+00	2.02599e+00	2.45969e+00
4	2022-01-13 11:37:27.667	2.37958e+01	4.34994e+00	2.22129e+00	3.24673e+00	1.71886e+00	2.26472e+00	2.18534e+01	4.15111e+00	2.12964e+00	3.25175e+00	1.85618e+00	2.30577e+00	2.24386e+01	4.22129e+00	2.14242e+00	3.26469e+00	1.88428e+00	2.39424e+00	2.42167e+01	4.30330e+00	2.17145e+00	3.23345e+00	1.77801e+00	2.29770e+00	2.17920e+01	4.27703e+00	2.18386e+00	3.40738e+00	2.02401e+00	2.45713e+00
5	2022-01-13 11:37:38.409	2.37903e+01	4.34747e+00	2.21784e+00	3.24458e+00	1.71808e+00	2.26319e+00	2.18496e+01	4.15066e+00	2.12963e+00	3.25157e+00	1.85568e+00	2.30412e+00	2.24418e+01	4.22147e+00	2.14230e+00	3.26531e+00	1.88429e+00	2.39447e+00	2.42136e+01	4.30333e+00	2.17130e+00	3.23470e+00	1.77793e+00	2.29803e+00	2.18124e+01	4.27686e+00	2.18317e+00	3.40687e+00	2.02196e+00	2.45497e+00
6	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
