% Log Type: RawData2
% Log Generator: IdyllaStudio
% Log Generator Id: WBCMEH4V9M12
% Version Generator: 1.9.1016
% Version ISW: 20180206_1000
% Version CFW: 14013a22
% Version DFW: HW-012.0 FW-3.0
% Version HW: 1.0
% Slot ID: SER1316
% Slot Type: PREPEP_4
% Slot Status: ServiceMode
% Slot Is Calibrated: True
% Protocol Recipe: INS_BG_Characterization
% Protocol Recipe Version: 1.0.0
% Protocol Recipe Path: R:\Product Engineering Public\Projects\qPCR DET\Measurements\QC Ops Lab Protocols\INS Characterization\INS_BG_Characterization_Frozen.isp
% Cartridge ID (operator): BKG-XXX
% Cartridge ID (barcode reader): *UNKNOWN*
% Cartridge Batch Info: 
% Sample Type ID: 900
% Operator: RREN
% (info) ExperimentID: qPCR INS BG
% Protocol Start Time (ISW time): 2022-01-11 16:21:53
% Protocol Start Time (Log Generator time): 2022-01-11 16:21:46.535
% Protocol End Time (Log Generator time): 2022-01-11 16:36:36.186
% Protocol Result: OK
% -----------------------
% Fields: Cycle	Detection time	ChA.Det1.Slope	ChA.Det2.Slope	ChA.Det3.Slope	ChA.Det4.Slope	ChA.Det5.Slope	ChA.Det6.Slope	ChB.Det1.Slope	ChB.Det2.Slope	ChB.Det3.Slope	ChB.Det4.Slope	ChB.Det5.Slope	ChB.Det6.Slope	ChC.Det1.Slope	ChC.Det2.Slope	ChC.Det3.Slope	ChC.Det4.Slope	ChC.Det5.Slope	ChC.Det6.Slope	ChD.Det1.Slope	ChD.Det2.Slope	ChD.Det3.Slope	ChD.Det4.Slope	ChD.Det5.Slope	ChD.Det6.Slope	ChE.Det1.Slope	ChE.Det2.Slope	ChE.Det3.Slope	ChE.Det4.Slope	ChE.Det5.Slope	ChE.Det6.Slope
% -----------------------
1	2022-01-11 16:23:43.426	2.28648e+00	2.15423e+00	2.47918e+00	2.09869e+00	1.11133e+00	1.30688e+00	2.60962e+00	2.22871e+00	2.54485e+00	2.24497e+00	1.21166e+00	1.36415e+00	2.64819e+00	2.28129e+00	2.51729e+00	2.11826e+00	1.10596e+00	1.28614e+00	2.35908e+00	2.27679e+00	2.54025e+00	2.24467e+00	1.17894e+00	1.34021e+00	2.19162e+00	2.26240e+00	2.57694e+00	2.30032e+00	1.19082e+00	1.34946e+00
2	2022-01-11 16:23:53.525	2.28513e+00	2.15454e+00	2.47739e+00	2.09157e+00	1.11638e+00	1.30581e+00	2.60513e+00	2.22611e+00	2.54652e+00	2.24651e+00	1.19976e+00	1.36300e+00	2.64378e+00	2.28127e+00	2.51509e+00	2.12027e+00	1.10554e+00	1.28505e+00	2.35985e+00	2.27567e+00	2.53924e+00	2.24389e+00	1.18035e+00	1.33926e+00	2.19033e+00	2.26556e+00	2.57583e+00	2.30088e+00	1.19184e+00	1.34789e+00
3	2022-01-11 16:24:03.646	2.28272e+00	2.15241e+00	2.47595e+00	2.09346e+00	1.10998e+00	1.30475e+00	2.60273e+00	2.22712e+00	2.53880e+00	2.24685e+00	1.20123e+00	1.36161e+00	2.64138e+00	2.28105e+00	2.51479e+00	2.11962e+00	1.10542e+00	1.28406e+00	2.35729e+00	2.27498e+00	2.53867e+00	2.24532e+00	1.17821e+00	1.33796e+00	2.18924e+00	2.26416e+00	2.57517e+00	2.30158e+00	1.19123e+00	1.34787e+00
4	2022-01-11 16:24:13.826	2.28176e+00	2.15155e+00	2.47635e+00	2.10281e+00	1.11231e+00	1.30393e+00	2.60042e+00	2.22538e+00	2.53824e+00	2.24836e+00	1.21297e+00	1.36047e+00	2.63836e+00	2.28050e+00	2.51356e+00	2.12085e+00	1.10543e+00	1.28318e+00	2.35343e+00	2.27470e+00	2.53794e+00	2.24571e+00	1.17871e+00	1.33724e+00	2.18702e+00	2.26005e+00	2.57474e+00	2.30230e+00	1.19159e+00	1.34670e+00
5	2022-01-11 16:24:24.045	2.28040e+00	2.15120e+00	2.47462e+00	2.10025e+00	1.10929e+00	1.30293e+00	2.59920e+00	2.22624e+00	2.53783e+00	2.24791e+00	1.20917e+00	1.35931e+00	2.63686e+00	2.28033e+00	2.51340e+00	2.12145e+00	1.10492e+00	1.28190e+00	2.35317e+00	2.27488e+00	2.53709e+00	2.24637e+00	1.17838e+00	1.33583e+00	2.18728e+00	2.26092e+00	2.57428e+00	2.30316e+00	1.19094e+00	1.34640e+00
6	2022-01-11 16:25:04.045	2.23401e+00	2.14708e+00	2.47372e+00	2.10393e+00	1.10965e+00	1.30310e+00	2.53461e+00	2.22438e+00	2.53632e+00	2.24710e+00	1.21415e+00	1.35938e+00	2.57038e+00	2.27261e+00	2.51381e+00	2.12010e+00	1.10497e+00	1.28172e+00	2.30773e+00	2.26922e+00	2.53520e+00	2.25061e+00	1.17836e+00	1.33626e+00	2.14925e+00	2.25562e+00	2.57257e+00	2.30281e+00	1.19006e+00	1.34606e+00
7	2022-01-11 16:25:14.345	2.23625e+00	2.14709e+00	2.47352e+00	2.09305e+00	1.11763e+00	1.30214e+00	2.53230e+00	2.21916e+00	2.53463e+00	2.24890e+00	1.19933e+00	1.35886e+00	2.56797e+00	2.27212e+00	2.51021e+00	2.12019e+00	1.10461e+00	1.28119e+00	2.30908e+00	2.26983e+00	2.53486e+00	2.24722e+00	1.17880e+00	1.33511e+00	2.14736e+00	2.26015e+00	2.57190e+00	2.30297e+00	1.19079e+00	1.34448e+00
8	2022-01-11 16:25:24.705	2.23485e+00	2.14972e+00	2.47328e+00	2.09833e+00	1.10954e+00	1.30134e+00	2.53105e+00	2.21936e+00	2.54327e+00	2.24903e+00	1.20540e+00	1.35767e+00	2.56609e+00	2.27272e+00	2.51036e+00	2.12259e+00	1.10490e+00	1.28024e+00	2.30655e+00	2.26911e+00	2.53450e+00	2.24784e+00	1.18104e+00	1.33457e+00	2.14670e+00	2.25839e+00	2.57176e+00	2.30356e+00	1.19154e+00	1.34255e+00
9	2022-01-11 16:25:35.084	2.23473e+00	2.14667e+00	2.47230e+00	2.09988e+00	1.10919e+00	1.30046e+00	2.52965e+00	2.21769e+00	2.53539e+00	2.24977e+00	1.20775e+00	1.35691e+00	2.56515e+00	2.27248e+00	2.50921e+00	2.12200e+00	1.10484e+00	1.27947e+00	2.30561e+00	2.26887e+00	2.53408e+00	2.24759e+00	1.17866e+00	1.33405e+00	2.14665e+00	2.25669e+00	2.57119e+00	2.30423e+00	1.19116e+00	1.34344e+00
10	2022-01-11 16:25:45.525	2.23370e+00	2.14702e+00	2.47211e+00	2.09473e+00	1.10946e+00	1.30005e+00	2.52857e+00	2.21851e+00	2.53406e+00	2.25048e+00	1.19820e+00	1.35648e+00	2.56393e+00	2.27179e+00	2.50911e+00	2.12193e+00	1.10516e+00	1.27914e+00	2.30717e+00	2.26931e+00	2.53412e+00	2.24808e+00	1.17769e+00	1.33305e+00	2.14598e+00	2.26025e+00	2.57122e+00	2.30479e+00	1.19107e+00	1.34314e+00
