% Log Type: RawData2
% Log Generator: IdyllaStudio
% Log Generator Id: WBCMEH4V9M12
% Version Generator: 1.9.1016
% Version ISW: 20180206_1000
% Version CFW: 14013a22
% Version DFW: HW-012.0 FW-3.0
% Version HW: 1.0
% Slot ID: SER909
% Slot Type: PREPEP_4
% Slot Status: ServiceMode
% Slot Is Calibrated: True
% Protocol Recipe: INS_Characterization
% Protocol Recipe Version: 1.0.0
% Protocol Recipe Path: R:\Product Engineering Public\Projects\qPCR DET\Measurements\QC Ops Lab Protocols\INS Characterization\INS_Characterization_Frozen.isp
% Cartridge ID (operator): TXR-C01
% Cartridge ID (barcode reader): *UNKNOWN*
% Cartridge Batch Info: 
% Sample Type ID: 900
% Operator: RREN
% (info) ExperimentID: qPCR INS Characterization
% Protocol Start Time (ISW time): 2022-01-12 09:03:41
% Protocol Start Time (Log Generator time): 2022-01-12 09:03:34.870
% Protocol End Time (Log Generator time): 2022-01-12 09:08:57.095
% Protocol Result: OK
% -----------------------
% Fields: Cycle	Detection time	ChA.Det1.Slope	ChA.Det2.Slope	ChA.Det3.Slope	ChA.Det4.Slope	ChA.Det5.Slope	ChA.Det6.Slope	ChB.Det1.Slope	ChB.Det2.Slope	ChB.Det3.Slope	ChB.Det4.Slope	ChB.Det5.Slope	ChB.Det6.Slope	ChC.Det1.Slope	ChC.Det2.Slope	ChC.Det3.Slope	ChC.Det4.Slope	ChC.Det5.Slope	ChC.Det6.Slope	ChD.Det1.Slope	ChD.Det2.Slope	ChD.Det3.Slope	ChD.Det4.Slope	ChD.Det5.Slope	ChD.Det6.Slope	ChE.Det1.Slope	ChE.Det2.Slope	ChE.Det3.Slope	ChE.Det4.Slope	ChE.Det5.Slope	ChE.Det6.Slope
% -----------------------
1	2022-01-12 09:05:58.182	7.38671e+00	5.46616e+00	7.19374e+00	4.16932e+00	3.01966e+00	1.56579e+00	7.93012e+00	5.47817e+00	7.26423e+00	4.15863e+00	3.06064e+00	1.56769e+00	7.06911e+00	5.82906e+00	7.38532e+00	4.34304e+00	3.19396e+00	1.61170e+00	7.31936e+00	5.91091e+00	7.51120e+00	4.25522e+00	3.25112e+00	1.61857e+00	7.02340e+00	5.35503e+00	6.61956e+00	4.06678e+00	2.80716e+00	1.42413e+00
2	2022-01-12 09:06:08.261	7.36009e+00	5.46441e+00	7.19431e+00	4.16793e+00	3.01633e+00	1.56441e+00	7.91292e+00	5.47691e+00	7.26093e+00	4.15371e+00	3.06014e+00	1.56819e+00	7.05465e+00	5.82691e+00	7.38436e+00	4.33835e+00	3.19334e+00	1.61070e+00	7.30253e+00	5.90958e+00	7.50898e+00	4.25359e+00	3.25180e+00	1.61842e+00	7.01298e+00	5.35427e+00	6.61578e+00	4.06494e+00	2.80679e+00	1.42363e+00
3	2022-01-12 09:06:18.400	7.33924e+00	5.46327e+00	7.19458e+00	4.16753e+00	3.01576e+00	1.56385e+00	7.89891e+00	5.47646e+00	7.26274e+00	4.15274e+00	3.06017e+00	1.56820e+00	7.03878e+00	5.82618e+00	7.38333e+00	4.33819e+00	3.19363e+00	1.61041e+00	7.28850e+00	5.91002e+00	7.50891e+00	4.25377e+00	3.25193e+00	1.61806e+00	6.99887e+00	5.35335e+00	6.61475e+00	4.06433e+00	2.80650e+00	1.42336e+00
4	2022-01-12 09:06:28.560	7.32183e+00	5.46310e+00	7.19244e+00	4.16851e+00	3.02487e+00	1.56346e+00	7.88464e+00	5.47452e+00	7.26262e+00	4.15239e+00	3.06163e+00	1.56452e+00	6.99984e+00	5.82552e+00	7.38196e+00	4.33778e+00	3.19380e+00	1.60981e+00	7.27324e+00	5.90463e+00	7.50873e+00	4.25336e+00	3.25180e+00	1.61730e+00	6.98540e+00	5.35042e+00	6.62602e+00	4.06365e+00	2.80746e+00	1.42269e+00
5	2022-01-12 09:06:38.761	7.30933e+00	5.46248e+00	7.19222e+00	4.16810e+00	3.02813e+00	1.56289e+00	7.87234e+00	5.47555e+00	7.26305e+00	4.15148e+00	3.06148e+00	1.56297e+00	6.97420e+00	5.82540e+00	7.38178e+00	4.33806e+00	3.19386e+00	1.60947e+00	7.26194e+00	5.90248e+00	7.50935e+00	4.25306e+00	3.25239e+00	1.61715e+00	6.97404e+00	5.35151e+00	6.63040e+00	4.06338e+00	2.80658e+00	1.42218e+00
6	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
