% Log Type: RawData2
% Log Generator: IdyllaStudio
% Log Generator Id: WBCMEH4V9M12
% Version Generator: 1.9.1016
% Version ISW: 20180206_1000
% Version CFW: 14013a22
% Version DFW: HW-012.0 FW-3.0
% Version HW: 1.0
% Slot ID: SER1323
% Slot Type: PREPEP_4
% Slot Status: ServiceMode
% Slot Is Calibrated: True
% Protocol Recipe: INS_BG_Characterization
% Protocol Recipe Version: 1.0.0
% Protocol Recipe Path: R:\Product Engineering Public\Projects\qPCR DET\Measurements\QC Ops Lab Protocols\INS Characterization\INS_BG_Characterization_Frozen.isp
% Cartridge ID (operator): BKG-XXX
% Cartridge ID (barcode reader): *UNKNOWN*
% Cartridge Batch Info: 
% Sample Type ID: 900
% Operator: RREN
% (info) ExperimentID: qPCR INS BG
% Protocol Start Time (ISW time): 2022-01-11 16:22:35
% Protocol Start Time (Log Generator time): 2022-01-11 16:22:28.405
% Protocol End Time (Log Generator time): 2022-01-11 16:36:47.788
% Protocol Result: OK
% -----------------------
% Fields: Cycle	Detection time	ChA.Det1.Slope	ChA.Det2.Slope	ChA.Det3.Slope	ChA.Det4.Slope	ChA.Det5.Slope	ChA.Det6.Slope	ChB.Det1.Slope	ChB.Det2.Slope	ChB.Det3.Slope	ChB.Det4.Slope	ChB.Det5.Slope	ChB.Det6.Slope	ChC.Det1.Slope	ChC.Det2.Slope	ChC.Det3.Slope	ChC.Det4.Slope	ChC.Det5.Slope	ChC.Det6.Slope	ChD.Det1.Slope	ChD.Det2.Slope	ChD.Det3.Slope	ChD.Det4.Slope	ChD.Det5.Slope	ChD.Det6.Slope	ChE.Det1.Slope	ChE.Det2.Slope	ChE.Det3.Slope	ChE.Det4.Slope	ChE.Det5.Slope	ChE.Det6.Slope
% -----------------------
1	2022-01-11 16:24:25.250	2.64392e+00	5.22310e+00	2.65457e+00	2.19255e+00	1.83481e+00	1.33650e+00	2.50174e+00	5.42033e+00	2.68013e+00	2.26182e+00	1.88497e+00	1.37960e+00	2.46901e+00	5.51416e+00	2.68957e+00	2.31752e+00	1.92363e+00	1.41027e+00	2.44791e+00	5.25871e+00	2.64681e+00	2.18292e+00	1.82426e+00	1.36610e+00	2.63821e+00	5.37201e+00	2.68773e+00	2.28425e+00	1.89837e+00	1.39468e+00
2	2022-01-11 16:24:35.311	2.64289e+00	5.22199e+00	2.65294e+00	2.19185e+00	1.83387e+00	1.33553e+00	2.49853e+00	5.40704e+00	2.67767e+00	2.26233e+00	1.88164e+00	1.37867e+00	2.46528e+00	5.51220e+00	2.68876e+00	2.31905e+00	1.92268e+00	1.40954e+00	2.44657e+00	5.25446e+00	2.64499e+00	2.18335e+00	1.82380e+00	1.36476e+00	2.63521e+00	5.36751e+00	2.68609e+00	2.28395e+00	1.89790e+00	1.39368e+00
3	2022-01-11 16:24:45.451	2.64403e+00	5.22052e+00	2.65260e+00	2.19290e+00	1.83389e+00	1.33449e+00	2.49679e+00	5.41137e+00	2.67667e+00	2.26347e+00	1.88151e+00	1.37784e+00	2.46288e+00	5.51309e+00	2.68726e+00	2.31997e+00	1.92226e+00	1.40812e+00	2.44367e+00	5.25351e+00	2.64488e+00	2.18428e+00	1.82365e+00	1.36422e+00	2.63340e+00	5.36781e+00	2.68598e+00	2.28527e+00	1.89731e+00	1.39286e+00
4	2022-01-11 16:24:55.610	2.63444e+00	5.22003e+00	2.65090e+00	2.19275e+00	1.83026e+00	1.33405e+00	2.49468e+00	5.42181e+00	2.67599e+00	2.26457e+00	1.87994e+00	1.37641e+00	2.46306e+00	5.50980e+00	2.68679e+00	2.31977e+00	1.92192e+00	1.40757e+00	2.44291e+00	5.25070e+00	2.64409e+00	2.18508e+00	1.82303e+00	1.36233e+00	2.63094e+00	5.36608e+00	2.68407e+00	2.28628e+00	1.89754e+00	1.39132e+00
5	2022-01-11 16:25:05.850	2.63664e+00	5.21921e+00	2.65118e+00	2.19280e+00	1.82929e+00	1.33229e+00	2.49429e+00	5.41801e+00	2.67663e+00	2.26415e+00	1.87927e+00	1.37479e+00	2.46112e+00	5.51035e+00	2.68650e+00	2.31993e+00	1.92184e+00	1.40682e+00	2.44190e+00	5.25139e+00	2.64323e+00	2.18494e+00	1.82359e+00	1.36124e+00	2.62975e+00	5.36623e+00	2.68412e+00	2.28646e+00	1.89693e+00	1.39026e+00
6	2022-01-11 16:25:45.471	2.58685e+00	5.21246e+00	2.64931e+00	2.19198e+00	1.83377e+00	1.33231e+00	2.44930e+00	5.39678e+00	2.67435e+00	2.26216e+00	1.88264e+00	1.37494e+00	2.41469e+00	5.50212e+00	2.68456e+00	2.31791e+00	1.92204e+00	1.40546e+00	2.39475e+00	5.24446e+00	2.64123e+00	2.18240e+00	1.82383e+00	1.36080e+00	2.58167e+00	5.35956e+00	2.68208e+00	2.28175e+00	1.89738e+00	1.38966e+00
7	2022-01-11 16:25:55.771	2.58907e+00	5.21099e+00	2.64836e+00	2.18979e+00	1.83573e+00	1.33148e+00	2.44744e+00	5.40640e+00	2.67254e+00	2.26216e+00	1.87664e+00	1.37483e+00	2.41323e+00	5.50278e+00	2.68410e+00	2.31829e+00	1.92224e+00	1.40594e+00	2.39604e+00	5.24586e+00	2.64115e+00	2.18308e+00	1.82314e+00	1.36052e+00	2.57808e+00	5.35675e+00	2.68221e+00	2.28265e+00	1.89501e+00	1.38915e+00
8	2022-01-11 16:26:06.132	2.58295e+00	5.21101e+00	2.64867e+00	2.19299e+00	1.83248e+00	1.33062e+00	2.44717e+00	5.40855e+00	2.67238e+00	2.26292e+00	1.88101e+00	1.37339e+00	2.41226e+00	5.50355e+00	2.68413e+00	2.31931e+00	1.92207e+00	1.40486e+00	2.39252e+00	5.24250e+00	2.64084e+00	2.18404e+00	1.82261e+00	1.35977e+00	2.57734e+00	5.35721e+00	2.68193e+00	2.28383e+00	1.89712e+00	1.38878e+00
9	2022-01-11 16:26:16.531	2.58132e+00	5.21163e+00	2.64825e+00	2.19266e+00	1.83443e+00	1.33062e+00	2.44594e+00	5.39612e+00	2.67262e+00	2.26356e+00	1.87921e+00	1.37284e+00	2.41154e+00	5.50377e+00	2.68380e+00	2.31969e+00	1.92201e+00	1.40446e+00	2.39282e+00	5.24599e+00	2.64089e+00	2.18392e+00	1.82280e+00	1.35884e+00	2.57627e+00	5.35574e+00	2.68252e+00	2.28372e+00	1.89701e+00	1.38732e+00
10	2022-01-11 16:26:26.971	2.58049e+00	5.20986e+00	2.64757e+00	2.19232e+00	1.83426e+00	1.32994e+00	2.44472e+00	5.39498e+00	2.67245e+00	2.26417e+00	1.87874e+00	1.37222e+00	2.41083e+00	5.50143e+00	2.68320e+00	2.32131e+00	1.92150e+00	1.40347e+00	2.39209e+00	5.24533e+00	2.63998e+00	2.18467e+00	1.82259e+00	1.35839e+00	2.57561e+00	5.35653e+00	2.68144e+00	2.28442e+00	1.89659e+00	1.38737e+00
