% Log Type: RawData2
% Log Generator: IdyllaStudio
% Log Generator Id: WBCMEH4V9M12
% Version Generator: 1.9.1016
% Version ISW: 20180206_1000
% Version CFW: 14013a22
% Version DFW: HW-012.0 FW-3.0
% Version HW: 1.0
% Slot ID: SER932
% Slot Type: PREPEP_4
% Slot Status: ServiceMode
% Slot Is Calibrated: True
% Protocol Recipe: INS_Characterization
% Protocol Recipe Version: 1.0.0
% Protocol Recipe Path: R:\Product Engineering Public\Projects\qPCR DET\Measurements\QC Ops Lab Protocols\INS Characterization\INS_Characterization_Frozen.isp
% Cartridge ID (operator): XXXX-C00
% Cartridge ID (barcode reader): *UNKNOWN*
% Cartridge Batch Info: 
% Sample Type ID: 900
% Operator: RREN
% (info) ExperimentID: qPCR INS Characterization
% Protocol Start Time (ISW time): 2022-01-12 08:42:45
% Protocol Start Time (Log Generator time): 2022-01-12 08:42:38.057
% Protocol End Time (Log Generator time): 2022-01-12 08:47:57.155
% Protocol Result: OK
% -----------------------
% Fields: Cycle	Detection time	ChA.Det1.Slope	ChA.Det2.Slope	ChA.Det3.Slope	ChA.Det4.Slope	ChA.Det5.Slope	ChA.Det6.Slope	ChB.Det1.Slope	ChB.Det2.Slope	ChB.Det3.Slope	ChB.Det4.Slope	ChB.Det5.Slope	ChB.Det6.Slope	ChC.Det1.Slope	ChC.Det2.Slope	ChC.Det3.Slope	ChC.Det4.Slope	ChC.Det5.Slope	ChC.Det6.Slope	ChD.Det1.Slope	ChD.Det2.Slope	ChD.Det3.Slope	ChD.Det4.Slope	ChD.Det5.Slope	ChD.Det6.Slope	ChE.Det1.Slope	ChE.Det2.Slope	ChE.Det3.Slope	ChE.Det4.Slope	ChE.Det5.Slope	ChE.Det6.Slope
% -----------------------
1	2022-01-12 08:44:59.062	5.84631e+00	5.91936e+00	3.62837e+00	3.85221e+00	1.93581e+00	4.51975e+00	6.18409e+00	5.83818e+00	3.62662e+00	3.84378e+00	1.86159e+00	4.35523e+00	6.34126e+00	6.27365e+00	3.97550e+00	4.27814e+00	1.87726e+00	4.47616e+00	6.12509e+00	5.65882e+00	3.48163e+00	3.72234e+00	1.81597e+00	4.18974e+00	6.19976e+00	5.83051e+00	3.62608e+00	3.92387e+00	1.84153e+00	4.32872e+00
2	2022-01-12 08:45:09.143	5.83819e+00	5.90487e+00	3.62085e+00	3.84548e+00	1.92901e+00	4.49982e+00	6.17685e+00	5.83670e+00	3.62427e+00	3.84339e+00	1.86084e+00	4.35204e+00	6.32166e+00	6.27311e+00	3.97350e+00	4.27645e+00	1.87712e+00	4.47419e+00	6.11914e+00	5.65661e+00	3.47869e+00	3.72152e+00	1.81678e+00	4.18802e+00	6.19112e+00	5.82438e+00	3.62383e+00	3.92196e+00	1.83841e+00	4.32448e+00
3	2022-01-12 08:45:19.243	5.84181e+00	5.89935e+00	3.61820e+00	3.84426e+00	1.92652e+00	4.49623e+00	6.17093e+00	5.84014e+00	3.62338e+00	3.84446e+00	1.86045e+00	4.35041e+00	6.30366e+00	6.27211e+00	3.97520e+00	4.27710e+00	1.87689e+00	4.47280e+00	6.11351e+00	5.65519e+00	3.47702e+00	3.71704e+00	1.81560e+00	4.18619e+00	6.18450e+00	5.82045e+00	3.62182e+00	3.92153e+00	1.83299e+00	4.32077e+00
4	2022-01-12 08:45:29.403	5.83337e+00	5.89749e+00	3.61620e+00	3.84295e+00	1.92053e+00	4.49293e+00	6.16497e+00	5.83470e+00	3.62294e+00	3.84523e+00	1.85935e+00	4.34846e+00	6.29292e+00	6.27112e+00	3.97031e+00	4.27796e+00	1.87681e+00	4.47164e+00	6.11035e+00	5.65393e+00	3.47547e+00	3.72104e+00	1.81473e+00	4.18378e+00	6.17767e+00	5.81593e+00	3.62022e+00	3.92083e+00	1.83372e+00	4.31751e+00
5	2022-01-12 08:45:39.623	5.83895e+00	5.89557e+00	3.61430e+00	3.84199e+00	1.91965e+00	4.49031e+00	6.16095e+00	5.83890e+00	3.62197e+00	3.84567e+00	1.85876e+00	4.34648e+00	6.28204e+00	6.26987e+00	3.97236e+00	4.27818e+00	1.87689e+00	4.47062e+00	6.10791e+00	5.65201e+00	3.47372e+00	3.71676e+00	1.81323e+00	4.18134e+00	6.17062e+00	5.81155e+00	3.61857e+00	3.92057e+00	1.82915e+00	4.31360e+00
6	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
