% Log Type: RawData2
% Log Generator: IdyllaStudio
% Log Generator Id: WBCMEH4V9M12
% Version Generator: 1.9.1016
% Version ISW: 20180206_1000
% Version CFW: 14013a22
% Version DFW: HW-012.0 FW-3.0
% Version HW: 1.0
% Slot ID: SER933
% Slot Type: PREPEP_4
% Slot Status: ServiceMode
% Slot Is Calibrated: True
% Protocol Recipe: INS_BG_Characterization
% Protocol Recipe Version: 1.0.0
% Protocol Recipe Path: R:\Product Engineering Public\Projects\qPCR DET\Measurements\QC Ops Lab Protocols\INS Characterization\INS_BG_Characterization_Frozen.isp
% Cartridge ID (operator): BKG-XXX
% Cartridge ID (barcode reader): *UNKNOWN*
% Cartridge Batch Info: 
% Sample Type ID: 900
% Operator: RREN
% (info) ExperimentID: qPCR INS BG
% Protocol Start Time (ISW time): 2022-01-11 16:20:47
% Protocol Start Time (Log Generator time): 2022-01-11 16:20:41.245
% Protocol End Time (Log Generator time): 2022-01-11 16:30:41.602
% Protocol Result: OK
% -----------------------
% Fields: Cycle	Detection time	ChA.Det1.Slope	ChA.Det2.Slope	ChA.Det3.Slope	ChA.Det4.Slope	ChA.Det5.Slope	ChA.Det6.Slope	ChB.Det1.Slope	ChB.Det2.Slope	ChB.Det3.Slope	ChB.Det4.Slope	ChB.Det5.Slope	ChB.Det6.Slope	ChC.Det1.Slope	ChC.Det2.Slope	ChC.Det3.Slope	ChC.Det4.Slope	ChC.Det5.Slope	ChC.Det6.Slope	ChD.Det1.Slope	ChD.Det2.Slope	ChD.Det3.Slope	ChD.Det4.Slope	ChD.Det5.Slope	ChD.Det6.Slope	ChE.Det1.Slope	ChE.Det2.Slope	ChE.Det3.Slope	ChE.Det4.Slope	ChE.Det5.Slope	ChE.Det6.Slope
% -----------------------
1	2022-01-11 16:22:39.769	2.88064e+00	4.34300e+00	3.20155e+00	3.83509e+00	1.10649e+00	2.34908e+00	2.91071e+00	4.62022e+00	3.39734e+00	4.10436e+00	1.18720e+00	2.46232e+00	2.68561e+00	4.06507e+00	2.96694e+00	3.54625e+00	1.07770e+00	2.31515e+00	3.05709e+00	4.04313e+00	2.94974e+00	3.45956e+00	1.03142e+00	2.18531e+00	2.75478e+00	4.20335e+00	3.13869e+00	3.76028e+00	1.09785e+00	2.31055e+00
2	2022-01-11 16:22:49.850	2.87590e+00	4.34306e+00	3.20016e+00	3.83438e+00	1.10538e+00	2.34852e+00	2.90791e+00	4.62006e+00	3.39433e+00	4.10308e+00	1.18692e+00	2.45813e+00	2.68426e+00	4.06410e+00	2.96589e+00	3.54358e+00	1.07740e+00	2.31360e+00	3.05360e+00	4.04662e+00	2.94880e+00	3.45904e+00	1.03099e+00	2.18492e+00	2.75172e+00	4.20308e+00	3.14002e+00	3.75932e+00	1.09810e+00	2.31009e+00
3	2022-01-11 16:22:59.970	2.87459e+00	4.34275e+00	3.19943e+00	3.83422e+00	1.10580e+00	2.34729e+00	2.90537e+00	4.61978e+00	3.39319e+00	4.10305e+00	1.18709e+00	2.45859e+00	2.68143e+00	4.06365e+00	2.96544e+00	3.54358e+00	1.07738e+00	2.31290e+00	3.05144e+00	4.04585e+00	2.94859e+00	3.45953e+00	1.03072e+00	2.18391e+00	2.74991e+00	4.20271e+00	3.13842e+00	3.76003e+00	1.09802e+00	2.30980e+00
4	2022-01-11 16:23:10.149	2.87299e+00	4.34250e+00	3.19889e+00	3.83465e+00	1.10528e+00	2.34690e+00	2.90366e+00	4.61884e+00	3.39207e+00	4.10430e+00	1.18695e+00	2.45696e+00	2.68045e+00	4.06374e+00	2.96488e+00	3.54470e+00	1.07738e+00	2.31217e+00	3.04949e+00	4.04609e+00	2.94765e+00	3.45978e+00	1.03065e+00	2.18396e+00	2.74871e+00	4.20294e+00	3.13793e+00	3.76065e+00	1.09817e+00	2.30938e+00
5	2022-01-11 16:23:20.371	2.87041e+00	4.34232e+00	3.19784e+00	3.83473e+00	1.10622e+00	2.34673e+00	2.90226e+00	4.61933e+00	3.39203e+00	4.10462e+00	1.18664e+00	2.45913e+00	2.67768e+00	4.06356e+00	2.96433e+00	3.54468e+00	1.07732e+00	2.31100e+00	3.04830e+00	4.04256e+00	2.94676e+00	3.46093e+00	1.03077e+00	2.18338e+00	2.74714e+00	4.20321e+00	3.13556e+00	3.76121e+00	1.09841e+00	2.30883e+00
6	2022-01-11 16:24:00.290	2.80853e+00	4.32960e+00	3.19344e+00	3.82684e+00	1.10666e+00	2.34364e+00	2.84811e+00	4.60794e+00	3.38964e+00	4.10338e+00	1.18467e+00	2.46090e+00	2.62362e+00	4.05888e+00	2.96381e+00	3.54952e+00	1.08038e+00	2.31052e+00	2.98535e+00	4.02927e+00	2.94330e+00	3.45959e+00	1.03204e+00	2.18434e+00	2.69493e+00	4.19623e+00	3.13042e+00	3.75927e+00	1.09869e+00	2.30753e+00
7	2022-01-11 16:24:10.610	2.80560e+00	4.33049e+00	3.19285e+00	3.83038e+00	1.10506e+00	2.34382e+00	2.84689e+00	4.60901e+00	3.38820e+00	4.10257e+00	1.18687e+00	2.45504e+00	2.62549e+00	4.05977e+00	2.96327e+00	3.54795e+00	1.07972e+00	2.31350e+00	2.97824e+00	4.03708e+00	2.94336e+00	3.46005e+00	1.03194e+00	2.18440e+00	2.69317e+00	4.19464e+00	3.13408e+00	3.75940e+00	1.09877e+00	2.30710e+00
8	2022-01-11 16:24:20.950	2.80403e+00	4.33034e+00	3.19256e+00	3.83240e+00	1.10563e+00	2.34333e+00	2.84604e+00	4.60945e+00	3.38796e+00	4.10317e+00	1.18789e+00	2.45661e+00	2.62301e+00	4.05926e+00	2.96305e+00	3.54820e+00	1.08008e+00	2.31489e+00	2.97533e+00	4.03435e+00	2.94301e+00	3.46004e+00	1.03194e+00	2.18400e+00	2.69155e+00	4.19466e+00	3.13241e+00	3.75956e+00	1.09859e+00	2.30681e+00
9	2022-01-11 16:24:31.350	2.80411e+00	4.33105e+00	3.19277e+00	3.83216e+00	1.10535e+00	2.34269e+00	2.84518e+00	4.60960e+00	3.38732e+00	4.10359e+00	1.18734e+00	2.45652e+00	2.62212e+00	4.05969e+00	2.96296e+00	3.54831e+00	1.07971e+00	2.31402e+00	2.97440e+00	4.03381e+00	2.94284e+00	3.46042e+00	1.03196e+00	2.18332e+00	2.69102e+00	4.19438e+00	3.13189e+00	3.76026e+00	1.09857e+00	2.30615e+00
10	2022-01-11 16:24:41.831	2.80272e+00	4.33127e+00	3.19247e+00	3.83164e+00	1.10507e+00	2.34229e+00	2.84415e+00	4.60861e+00	3.38708e+00	4.10425e+00	1.18668e+00	2.45426e+00	2.62218e+00	4.05970e+00	2.96268e+00	3.54874e+00	1.07980e+00	2.31300e+00	2.97433e+00	4.03715e+00	2.94267e+00	3.46105e+00	1.03191e+00	2.18328e+00	2.68969e+00	4.19506e+00	3.13315e+00	3.76053e+00	1.09839e+00	2.30581e+00
