% Log Type: RawData2
% Log Generator: IdyllaStudio
% Log Generator Id: WBCMEH4V9M12
% Version Generator: 1.9.1016
% Version ISW: 20180206_1000
% Version CFW: 14013a22
% Version DFW: HW-012.0 FW-3.0
% Version HW: 1.0
% Slot ID: SER1322
% Slot Type: PREPEP_4
% Slot Status: ServiceMode
% Slot Is Calibrated: True
% Protocol Recipe: INS_Characterization
% Protocol Recipe Version: 1.0.0
% Protocol Recipe Path: R:\Product Engineering Public\Projects\qPCR DET\Measurements\QC Ops Lab Protocols\INS Characterization\INS_Characterization_Frozen.isp
% Cartridge ID (operator): TXR-C03
% Cartridge ID (barcode reader): *UNKNOWN*
% Cartridge Batch Info: 
% Sample Type ID: 900
% Operator: RREN
% (info) ExperimentID: qPCR INS Characterization
% Protocol Start Time (ISW time): 2022-01-12 13:52:23
% Protocol Start Time (Log Generator time): 2022-01-12 13:52:18.657
% Protocol End Time (Log Generator time): 2022-01-12 13:57:31.337
% Protocol Result: OK
% -----------------------
% Fields: Cycle	Detection time	ChA.Det1.Slope	ChA.Det2.Slope	ChA.Det3.Slope	ChA.Det4.Slope	ChA.Det5.Slope	ChA.Det6.Slope	ChB.Det1.Slope	ChB.Det2.Slope	ChB.Det3.Slope	ChB.Det4.Slope	ChB.Det5.Slope	ChB.Det6.Slope	ChC.Det1.Slope	ChC.Det2.Slope	ChC.Det3.Slope	ChC.Det4.Slope	ChC.Det5.Slope	ChC.Det6.Slope	ChD.Det1.Slope	ChD.Det2.Slope	ChD.Det3.Slope	ChD.Det4.Slope	ChD.Det5.Slope	ChD.Det6.Slope	ChE.Det1.Slope	ChE.Det2.Slope	ChE.Det3.Slope	ChE.Det4.Slope	ChE.Det5.Slope	ChE.Det6.Slope
% -----------------------
1	2022-01-12 13:54:42.255	6.43841e+00	8.75762e+00	2.19242e+01	5.15828e+00	1.39686e+00	2.76972e+00	6.51790e+00	8.60173e+00	2.15277e+01	5.05049e+00	1.36232e+00	2.74277e+00	6.35324e+00	8.71047e+00	2.25756e+01	5.10197e+00	1.37390e+00	2.73353e+00	6.24539e+00	7.37277e+00	3.38340e+01	5.37113e+00	1.12681e+00	2.41492e+00	6.39518e+00	7.98965e+00	2.75828e+01	5.25732e+00	1.29153e+00	2.52196e+00
2	2022-01-12 13:54:52.075	6.42280e+00	8.75617e+00	2.19529e+01	5.16013e+00	1.39507e+00	2.76809e+00	6.50845e+00	8.62630e+00	2.15253e+01	5.05192e+00	1.36139e+00	2.74099e+00	6.34189e+00	8.70992e+00	2.26761e+01	5.10418e+00	1.37327e+00	2.73081e+00	6.23415e+00	7.37014e+00	3.38212e+01	5.37693e+00	1.12660e+00	2.41338e+00	6.39225e+00	7.98230e+00	2.76187e+01	5.25770e+00	1.28610e+00	2.51842e+00
3	2022-01-12 13:55:01.915	6.40630e+00	8.75904e+00	2.19971e+01	5.16264e+00	1.39506e+00	2.76701e+00	6.50150e+00	8.64918e+00	2.15611e+01	5.05455e+00	1.36124e+00	2.73985e+00	6.33558e+00	8.71053e+00	2.27489e+01	5.10888e+00	1.37398e+00	2.72988e+00	6.22525e+00	7.36887e+00	3.38089e+01	5.38113e+00	1.12690e+00	2.41245e+00	6.39475e+00	7.97693e+00	2.76649e+01	5.25909e+00	1.28285e+00	2.51612e+00
4	2022-01-12 13:55:11.795	6.39915e+00	8.75937e+00	2.20324e+01	5.16651e+00	1.39526e+00	2.76553e+00	6.49544e+00	8.65421e+00	2.15805e+01	5.05723e+00	1.36127e+00	2.73909e+00	6.33012e+00	8.71058e+00	2.27806e+01	5.11201e+00	1.37431e+00	2.72899e+00	6.21781e+00	7.36792e+00	3.38065e+01	5.38319e+00	1.12691e+00	2.41174e+00	6.39309e+00	7.97104e+00	2.77192e+01	5.26253e+00	1.28163e+00	2.51360e+00
5	2022-01-12 13:55:21.735	6.39714e+00	8.75944e+00	2.20648e+01	5.16905e+00	1.39437e+00	2.76441e+00	6.49002e+00	8.65406e+00	2.16038e+01	5.06060e+00	1.36177e+00	2.73813e+00	6.32656e+00	8.71222e+00	2.27959e+01	5.11564e+00	1.37488e+00	2.72870e+00	6.21189e+00	7.36792e+00	3.38000e+01	5.38444e+00	1.12676e+00	2.41059e+00	6.39187e+00	7.96621e+00	2.77779e+01	5.26465e+00	1.28037e+00	2.51128e+00
6	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
7	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
8	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	1970-01-01 01:00:00.000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
